Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Original)	Opportunity (Original)	Predicted Error Rate (Original)
956	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_ABC	1	(BASE QUESTION3)	1996-02-01 00:04:44	1996-02-01 00:04:57	1996-02-01 00:04:57	1996-02-01 00:04:57	13	13	.	correct	0	0	1	.	ALT:TRIANGLE-SIDE	2	0.3665
957	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_TRIANGLE	1	(AREA QUESTION1)	1996-02-01 00:05:14	1996-02-01 00:05:14	1996-02-01 00:05:15	1996-02-01 00:05:15	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	2	0.1980
958	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_TRIANGLE	2	(AREA QUESTION1)	1996-02-01 00:12:45	1996-02-01 00:12:45	1996-02-01 00:12:45	1996-02-01 00:12:45	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	11	0.1444
959	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON	1	(AREA QUESTION1)	1996-02-01 00:05:35	1996-02-01 00:05:35	1996-02-01 00:05:36	1996-02-01 00:05:36	1	.	1	incorrect	1	0	1	.	ALT:PENTAGON-AREA	1	0.5638
960	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON	2	(AREA QUESTION1)	1996-02-01 00:12:55	1996-02-01 00:12:55	1996-02-01 00:12:55	1996-02-01 00:12:55	0	0	.	correct	0	0	1	.	ALT:PENTAGON-AREA	3	0.3710
961	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON	1	(APOTHEM QUESTION2)	1996-02-01 00:05:36	1996-02-01 00:05:51	1996-02-01 00:05:51	1996-02-01 00:05:51	15	15	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	1	0.4779
962	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON	2	(APOTHEM QUESTION2)	1996-02-01 00:12:55	1996-02-01 00:13:10	1996-02-01 00:13:10	1996-02-01 00:13:10	15	15	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	5	0.3334
963	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON	1	(SIDE QUESTION3)	1996-02-01 00:05:51	1996-02-01 00:06:13	1996-02-01 00:06:13	1996-02-01 00:06:13	22	22	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	2	0.4404
964	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON	2	(SIDE QUESTION3)	1996-02-01 00:13:10	1996-02-01 00:13:13	1996-02-01 00:13:13	1996-02-01 00:13:13	3	3	.	correct	0	0	1	.	ALT:PENTAGON-SIDE	6	0.3007
965	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_RECTANGLE	1	(BASE QUESTION1)	1996-02-01 00:06:24	1996-02-01 00:06:24	1996-02-01 00:06:25	1996-02-01 00:06:25	1	.	1	incorrect	1	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	1	0.2980
966	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_RECTANGLE	1	(AREA QUESTION1)	1996-02-01 00:06:25	1996-02-01 00:06:38	1996-02-01 00:06:38	1996-02-01 00:06:38	13	13	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	3	0.1913
967	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION1)	1996-02-01 00:06:43	1996-02-01 00:06:43	1996-02-01 00:06:43	1996-02-01 00:06:43	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	4	0.1849
968	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION1)	1996-02-01 00:10:10	1996-02-01 00:10:10	1996-02-01 00:10:11	1996-02-01 00:10:11	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	7	0.1665
969	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION2)	1996-02-01 00:07:12	1996-02-01 00:07:22	1996-02-01 00:07:22	1996-02-01 00:07:22	10	10	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	5	0.1786
970	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION2)	1996-02-01 00:10:41	1996-02-01 00:10:52	1996-02-01 00:10:52	1996-02-01 00:10:52	11	11	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	8	0.1607
971	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(AREA QUESTION3)	1996-02-01 00:07:51	1996-02-01 00:07:56	1996-02-01 00:07:56	1996-02-01 00:07:56	5	5	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	6	0.1725
972	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(AREA QUESTION3)	1996-02-01 00:11:13	1996-02-01 00:11:27	1996-02-01 00:11:28	1996-02-01 00:11:28	15	.	15	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	9	0.1551
973	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION1)	1996-02-01 00:06:43	1996-02-01 00:06:49	1996-02-01 00:06:50	1996-02-01 00:06:50	7	.	7	incorrect	1	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	2	0.2748
974	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(WHITE-AREA QUESTION1)	1996-02-01 00:10:11	1996-02-01 00:10:16	1996-02-01 00:10:17	1996-02-01 00:10:17	6	.	6	incorrect	1	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	11	0.1201
975	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION2)	1996-02-01 00:07:22	1996-02-01 00:07:26	1996-02-01 00:07:26	1996-02-01 00:07:26	4	4	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	5	0.2124
976	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(WHITE-AREA QUESTION2)	1996-02-01 00:10:52	1996-02-01 00:10:57	1996-02-01 00:10:57	1996-02-01 00:10:57	5	5	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	14	0.0886
977	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(WHITE-AREA QUESTION3)	1996-02-01 00:07:56	1996-02-01 00:08:15	1996-02-01 00:08:15	1996-02-01 00:08:15	19	19	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	8	0.1610
978	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(WHITE-AREA QUESTION3)	1996-02-01 00:11:28	1996-02-01 00:11:34	1996-02-01 00:11:34	1996-02-01 00:11:34	6	6	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	17	0.0647
979	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(GREEN-AREA QUESTION1)	1996-02-01 00:06:50	1996-02-01 00:07:02	1996-02-01 00:07:02	1996-02-01 00:07:02	12	12	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	3	0.2528
980	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(GREEN-AREA QUESTION1)	1996-02-01 00:10:17	1996-02-01 00:10:29	1996-02-01 00:10:29	1996-02-01 00:10:29	12	12	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	12	0.1087
981	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(GREEN-AREA QUESTION2)	1996-02-01 00:07:26	1996-02-01 00:07:34	1996-02-01 00:07:34	1996-02-01 00:07:34	8	8	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	6	0.1941
982	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(GREEN-AREA QUESTION2)	1996-02-01 00:10:57	1996-02-01 00:11:06	1996-02-01 00:11:06	1996-02-01 00:11:06	9	9	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	15	0.0798
983	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(GREEN-AREA QUESTION3)	1996-02-01 00:08:15	1996-02-01 00:08:23	1996-02-01 00:08:23	1996-02-01 00:08:23	8	8	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	9	0.1463
984	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(GREEN-AREA QUESTION3)	1996-02-01 00:11:34	1996-02-01 00:12:03	1996-02-01 00:12:03	1996-02-01 00:12:03	29	29	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	18	0.0581
985	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(PURPLE-AREA QUESTION1)	1996-02-01 00:07:02	1996-02-01 00:07:12	1996-02-01 00:07:12	1996-02-01 00:07:12	10	10	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	4	0.2320
986	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(PURPLE-AREA QUESTION1)	1996-02-01 00:10:29	1996-02-01 00:10:41	1996-02-01 00:10:41	1996-02-01 00:10:41	12	12	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	13	0.0982
987	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(PURPLE-AREA QUESTION2)	1996-02-01 00:07:34	1996-02-01 00:07:51	1996-02-01 00:07:51	1996-02-01 00:07:51	17	17	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	7	0.1769
988	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(PURPLE-AREA QUESTION2)	1996-02-01 00:11:06	1996-02-01 00:11:13	1996-02-01 00:11:13	1996-02-01 00:11:13	7	7	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	16	0.0719
989	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	1	(PURPLE-AREA QUESTION3)	1996-02-01 00:08:23	1996-02-01 00:08:47	1996-02-01 00:08:47	1996-02-01 00:08:47	24	24	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	10	0.1327
990	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	DESIGNING_A_QUILT	2	(PURPLE-AREA QUESTION3)	1996-02-01 00:12:03	1996-02-01 00:12:09	1996-02-01 00:12:09	1996-02-01 00:12:09	6	6	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	19	0.0522
991	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON_ABCDE	1	(AREA QUESTION1)	1996-02-01 00:09:01	1996-02-01 00:09:01	1996-02-01 00:09:01	1996-02-01 00:09:30	6	6	.	correct	0	0	2	.	ALT:PENTAGON-AREA	2	0.4661
992	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON_ABCDE	1	(APOTHEM QUESTION2)	1996-02-01 00:09:01	1996-02-01 00:09:19	1996-02-01 00:09:20	1996-02-01 00:10:01	50	.	50	incorrect	1	0	2	.	ALT:PENTAGON-SIDE	3	0.4036
993	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	PENTAGON_ABCDE	1	(SIDE QUESTION3)	1996-02-01 00:09:20	1996-02-01 00:09:24	1996-02-01 00:09:24	1996-02-01 00:10:05	8	8	.	correct	0	0	2	.	ALT:PENTAGON-SIDE	4	0.3678
994	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(RADIUS QUESTION1)	1996-02-01 00:13:16	1996-02-01 00:13:16	1996-02-01 00:13:16	1996-02-01 00:15:17	11	11	.	correct	1	0	2	.	ALT:CIRCLE-RADIUS	1	0.3194
995	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(DIAMETER QUESTION2)	1996-02-01 00:14:10	1996-02-01 00:14:36	1996-02-01 00:14:37	1996-02-01 00:15:58	38	.	38	incorrect	1	0	2	.	ALT:CIRCLE-DIAMETER	1	0.2655
996	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(AREA QUESTION1)	1996-02-01 00:13:16	1996-02-01 00:13:18	1996-02-01 00:13:19	1996-02-01 00:15:36	22	.	22	incorrect	1	0	2	.	ALT:CIRCLE-AREA	1	0.2834
997	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(AREA QUESTION2)	1996-02-01 00:13:51	1996-02-01 00:14:10	1996-02-01 00:14:10	1996-02-01 00:16:00	21	21	.	correct	0	0	2	.	ALT:CIRCLE-AREA	2	0.2627
998	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(CIRCUMFERENCE QUESTION1)	1996-02-01 00:13:19	1996-02-01 00:13:51	1996-02-01 00:13:51	1996-02-01 00:15:47	43	43	.	correct	1	0	2	.	ALT:CIRCLE-CIRCUMFERENCE	1	0.2143
999	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(CIRCUMFERENCE QUESTION2)	1996-02-01 00:14:37	1996-02-01 00:15:06	1996-02-01 00:15:06	1996-02-01 00:16:16	45	45	.	correct	0	0	2	.	ALT:CIRCLE-CIRCUMFERENCE	2	0.2023
1000	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(RADIUS QUESTION3)	1996-02-01 00:16:16	1996-02-01 00:16:23	1996-02-01 00:16:23	1996-02-01 00:16:23	7	7	.	correct	0	0	1	.	ALT:CIRCLE-RADIUS	2	0.3095
1001	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(DIAMETER QUESTION3)	1996-02-01 00:16:23	1996-02-01 00:16:35	1996-02-01 00:16:35	1996-02-01 00:16:35	12	12	.	correct	0	0	1	.	ALT:CIRCLE-DIAMETER	2	0.2514
1002	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(CIRCUMFERENCE QUESTION3)	1996-02-01 00:16:35	1996-02-01 00:16:38	1996-02-01 00:16:38	1996-02-01 00:16:38	3	3	.	correct	0	0	1	.	ALT:CIRCLE-CIRCUMFERENCE	3	0.1909
1003	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(RADIUS QUESTION4)	1996-02-01 00:16:38	1996-02-01 00:17:06	1996-02-01 00:17:06	1996-02-01 00:17:06	28	28	.	correct	0	0	1	.	ALT:CIRCLE-RADIUS	3	0.2998
1004	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(DIAMETER QUESTION4)	1996-02-01 00:17:06	1996-02-01 00:17:10	1996-02-01 00:17:10	1996-02-01 00:17:10	4	4	.	correct	0	0	1	.	ALT:CIRCLE-DIAMETER	3	0.2378
1005	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	CIRCLE_O	1	(AREA QUESTION4)	1996-02-01 00:17:10	1996-02-01 00:17:13	1996-02-01 00:17:13	1996-02-01 00:17:13	3	3	.	correct	0	0	1	.	ALT:CIRCLE-AREA	3	0.2430
1006	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_A QUESTION1)	1996-02-01 00:31:24	1996-02-01 00:31:32	1996-02-01 00:31:32	1996-02-01 00:31:32	8	8	.	correct	0	0	1	.	ALT:CIRCLE-AREA	12	0.1117
1007	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	2	(CIRCLE-AREA_A QUESTION1)	1996-02-01 00:36:07	1996-02-01 00:36:19	1996-02-01 00:36:19	1996-02-01 00:36:19	12	12	.	correct	0	0	1	.	ALT:CIRCLE-AREA	17	0.0695
1008	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_O QUESTION1)	1996-02-01 00:30:03	1996-02-01 00:31:24	1996-02-01 00:31:24	1996-02-01 00:31:24	81	81	.	correct	0	0	1	.	ALT:CIRCLE-AREA	11	0.1224
1009	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	2	(CIRCLE-AREA_O QUESTION1)	1996-02-01 00:35:16	1996-02-01 00:35:16	1996-02-01 00:35:16	1996-02-01 00:35:16	0	0	.	correct	0	0	1	.	ALT:CIRCLE-AREA	15	0.0842
1010	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(CIRCLE-AREA_S QUESTION1)	1996-02-01 00:29:09	1996-02-01 00:30:03	1996-02-01 00:30:03	1996-02-01 00:30:03	54	54	.	correct	0	0	1	.	ALT:CIRCLE-AREA	10	0.1341
1011	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	2	(CIRCLE-AREA_S QUESTION1)	1996-02-01 00:35:16	1996-02-01 00:35:21	1996-02-01 00:35:21	1996-02-01 00:35:21	5	5	.	correct	0	0	1	.	ALT:CIRCLE-AREA	16	0.0765
1012	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(UNSHADED-AREA QUESTION1)	1996-02-01 00:31:32	1996-02-01 00:31:41	1996-02-01 00:31:41	1996-02-01 00:31:41	9	9	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	17	0.2000
1013	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	2	(UNSHADED-AREA QUESTION1)	1996-02-01 00:35:29	1996-02-01 00:36:07	1996-02-01 00:36:07	1996-02-01 00:36:07	38	38	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	25	0.2000
1014	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	1	(SHADED-AREA QUESTION1)	1996-02-01 00:31:41	1996-02-01 00:32:02	1996-02-01 00:32:03	1996-02-01 00:32:03	22	.	22	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	18	0.2000
1015	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_CIRCLE	2	(SHADED-AREA QUESTION1)	1996-02-01 00:36:19	1996-02-01 00:36:23	1996-02-01 00:36:23	1996-02-01 00:36:23	4	4	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	26	0.2000
1016	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(SQUARE-BASE QUESTION1)	1996-02-01 00:32:44	1996-02-01 00:32:44	1996-02-01 00:32:44	1996-02-01 00:32:44	0	0	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	20	0.0469
1017	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	2	(SQUARE-BASE QUESTION1)	1996-02-01 00:34:48	1996-02-01 00:34:48	1996-02-01 00:34:48	1996-02-01 00:34:48	0	0	.	correct	0	0	1	.	ALT:COMPOSE-BY-MULTIPLICATION	21	0.0421
1018	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(SQUARE-AREA QUESTION1)	1996-02-01 00:33:20	1996-02-01 00:33:28	1996-02-01 00:33:28	1996-02-01 00:33:28	8	8	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	21	0.0517
1019	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	2	(SQUARE-AREA QUESTION1)	1996-02-01 00:34:54	1996-02-01 00:35:00	1996-02-01 00:35:00	1996-02-01 00:35:00	6	6	.	correct	0	0	1	.	ALT:PARALLELOGRAM-AREA	23	0.0507
1020	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(CIRCLE-AREA QUESTION1)	1996-02-01 00:32:44	1996-02-01 00:33:20	1996-02-01 00:33:20	1996-02-01 00:33:20	36	36	.	correct	0	0	1	.	ALT:CIRCLE-AREA	13	0.1017
1021	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	2	(CIRCLE-AREA QUESTION1)	1996-02-01 00:34:48	1996-02-01 00:34:54	1996-02-01 00:34:54	1996-02-01 00:34:54	6	6	.	correct	0	0	1	.	ALT:CIRCLE-AREA	14	0.0926
1022	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	1	(SHADED-AREA QUESTION1)	1996-02-01 00:33:28	1996-02-01 00:33:33	1996-02-01 00:33:34	1996-02-01 00:33:34	6	.	6	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	19	0.2000
1023	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TWO_CIRCLES_IN_SQUARE	2	(SHADED-AREA QUESTION1)	1996-02-01 00:35:00	1996-02-01 00:35:06	1996-02-01 00:35:07	1996-02-01 00:35:07	7	.	7	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	23	0.2000
1024	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	1	(SCRAP-METAL-AREA QUESTION1)	1996-02-01 00:28:10	1996-02-01 00:28:10	1996-02-01 00:28:11	1996-02-01 00:28:11	1	.	1	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	12	0.2000
1025	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	2	(SCRAP-METAL-AREA QUESTION1)	1996-02-01 00:33:56	1996-02-01 00:33:56	1996-02-01 00:33:57	1996-02-01 00:33:57	1	.	1	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	20	0.2000
1026	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	3	(SCRAP-METAL-AREA QUESTION1)	1996-02-01 00:37:22	1996-02-01 00:37:22	1996-02-01 00:37:22	1996-02-01 00:37:22	0	0	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	29	0.2000
1027	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	1	(SCRAP-METAL-AREA QUESTION2)	1996-02-01 00:28:11	1996-02-01 00:28:29	1996-02-01 00:28:30	1996-02-01 00:28:30	19	.	19	incorrect	1	0	1	.	ALT:COMPOSE-BY-ADDITION	13	0.2000
1028	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	2	(SCRAP-METAL-AREA QUESTION2)	1996-02-01 00:33:57	1996-02-01 00:34:09	1996-02-01 00:34:09	1996-02-01 00:34:09	12	12	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	21	0.2000
1029	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	3	(SCRAP-METAL-AREA QUESTION2)	1996-02-01 00:37:22	1996-02-01 00:37:42	1996-02-01 00:37:42	1996-02-01 00:37:42	20	20	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	30	0.2000
1030	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	1	(SCRAP-METAL-AREA QUESTION3)	1996-02-01 00:28:30	1996-02-01 00:28:46	1996-02-01 00:28:46	1996-02-01 00:28:46	16	16	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	14	0.2000
1031	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	2	(SCRAP-METAL-AREA QUESTION3)	1996-02-01 00:34:09	1996-02-01 00:34:19	1996-02-01 00:34:19	1996-02-01 00:34:19	10	10	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	22	0.2000
1032	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	POGS	3	(SCRAP-METAL-AREA QUESTION3)	1996-02-01 00:37:42	1996-02-01 00:37:57	1996-02-01 00:37:57	1996-02-01 00:37:57	15	15	.	correct	0	0	1	.	ALT:COMPOSE-BY-ADDITION	31	0.2000
1033	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_AREA	1	(AREA QUESTION1)	1996-02-01 00:12:35	1996-02-01 00:12:35	1996-02-01 00:12:36	1996-02-01 00:12:36	1	.	1	incorrect	1	0	1	.	ALT:TRIANGLE-AREA	10	0.1497
1034	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	TRIANGLE_AREA	2	(AREA QUESTION1)	1996-02-01 00:12:51	1996-02-01 00:12:51	1996-02-01 00:12:51	1996-02-01 00:12:51	0	0	.	correct	0	0	1	.	ALT:TRIANGLE-AREA	12	0.1392
1035	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	LAWN_SPRINKLER	1	(AREA QUESTION1)	1996-02-01 00:17:22	1996-02-01 00:17:22	1996-02-01 00:17:23	1996-02-01 00:17:23	1	.	1	incorrect	1	0	1	.	ALT:CIRCLE-AREA	4	0.2244
1036	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	COVERING_POOL	1	(RADIUS QUESTION1)	1996-02-01 00:17:37	1996-02-01 00:17:37	1996-02-01 00:17:38	1996-02-01 00:17:38	1	.	1	incorrect	1	0	1	.	ALT:CIRCLE-RADIUS	4	0.2903
1037	All Data	Stu_cf6b3f01b1bf297da154aaa975fbd9c1	Unit Area	COVERING_POOL	2	(RADIUS QUESTION1)	1996-02-01 00:39:03	1996-02-01 00:39:03	1996-02-01 00:39:03	1996-02-01 00:39:03	0	0	.	correct	0	0	1	.	ALT:CIRCLE-RADIUS	8	0.2541
